"Time (s) Run #1","Angle, Ch 1+2 (rad) Run #1","Angular Velocity, Ch 1+2 (rad/s) Run #1","Angular Acceleration, Ch 1+2 (rad/s²) Run #1","Position, Ch 1+2 (m) Run #1","Velocity, Ch 1+2 (m/s) Run #1","Acceleration, Ch 1+2 (m/s²) Run #1","Angle, Ch 3+4 (rad) Run #1","Angular Velocity, Ch 3+4 (rad/s) Run #1","Angular Acceleration, Ch 3+4 (rad/s²) Run #1","Position, Ch 3+4 (m) Run #1","Velocity, Ch 3+4 (m/s) Run #1","Acceleration, Ch 3+4 (m/s²) Run #1","Output Voltage (V) Run #1","Output Current (A) Run #1","Time (s) Run #2","Angle, Ch 1+2 (rad) Run #2","Angular Velocity, Ch 1+2 (rad/s) Run #2","Angular Acceleration, Ch 1+2 (rad/s²) Run #2","Position, Ch 1+2 (m) Run #2","Velocity, Ch 1+2 (m/s) Run #2","Acceleration, Ch 1+2 (m/s²) Run #2","Angle, Ch 3+4 (rad) Run #2","Angular Velocity, Ch 3+4 (rad/s) Run #2","Angular Acceleration, Ch 3+4 (rad/s²) Run #2","Position, Ch 3+4 (m) Run #2","Velocity, Ch 3+4 (m/s) Run #2","Acceleration, Ch 3+4 (m/s²) Run #2","Output Voltage (V) Run #2","Output Current (A) Run #2","Time (s) Run #3","Angle, Ch 1+2 (rad) Run #3","Angular Velocity, Ch 1+2 (rad/s) Run #3","Angular Acceleration, Ch 1+2 (rad/s²) Run #3","Position, Ch 1+2 (m) Run #3","Velocity, Ch 1+2 (m/s) Run #3","Acceleration, Ch 1+2 (m/s²) Run #3","Angle, Ch 3+4 (rad) Run #3","Angular Velocity, Ch 3+4 (rad/s) Run #3","Angular Acceleration, Ch 3+4 (rad/s²) Run #3","Position, Ch 3+4 (m) Run #3","Velocity, Ch 3+4 (m/s) Run #3","Acceleration, Ch 3+4 (m/s²) Run #3","Output Voltage (V) Run #3","Output Current (A) Run #3","Time (s) Run #4","Angle, Ch 1+2 (rad) Run #4","Angular Velocity, Ch 1+2 (rad/s) Run #4","Angular Acceleration, Ch 1+2 (rad/s²) Run #4","Position, Ch 1+2 (m) Run #4","Velocity, Ch 1+2 (m/s) Run #4","Acceleration, Ch 1+2 (m/s²) Run #4","Angle, Ch 3+4 (rad) Run #4","Angular Velocity, Ch 3+4 (rad/s) Run #4","Angular Acceleration, Ch 3+4 (rad/s²) Run #4","Position, Ch 3+4 (m) Run #4","Velocity, Ch 3+4 (m/s) Run #4","Acceleration, Ch 3+4 (m/s²) Run #4","Output Voltage (V) Run #4","Output Current (A) Run #4","Time (s) Run #5","Angle, Ch 1+2 (rad) Run #5","Angular Velocity, Ch 1+2 (rad/s) Run #5","Angular Acceleration, Ch 1+2 (rad/s²) Run #5","Position, Ch 1+2 (m) Run #5","Velocity, Ch 1+2 (m/s) Run #5","Acceleration, Ch 1+2 (m/s²) Run #5","Angle, Ch 3+4 (rad) Run #5","Angular Velocity, Ch 3+4 (rad/s) Run #5","Angular Acceleration, Ch 3+4 (rad/s²) Run #5","Position, Ch 3+4 (m) Run #5","Velocity, Ch 3+4 (m/s) Run #5","Acceleration, Ch 3+4 (m/s²) Run #5","Output Voltage (V) Run #5","Output Current (A) Run #5"
6.730,0.035,-2.036,19.393,8.3333E-4,-0.049,0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.730,0.105,-0.582,0.000,0.0025,-0.014,-8.674E-16,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.730,0.332,2.909,-14.544,0.0079,0.069,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.730,0.733,1.164,-29.089,0.0175,0.028,-0.694,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.730,-0.314,1.164,4.848,-0.0075,0.028,0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.740,0.017,-1.745,9.696,4.1667E-4,-0.042,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.740,0.087,-0.582,1.110E-14,0.0021,-0.014,-8.674E-16,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.740,0.349,2.618,-19.393,0.0083,0.062,-0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.740,0.733,1.164,-9.696,0.0175,0.028,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.740,-0.297,1.164,4.441E-14,-0.0071,0.028,3.123E-15,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.750,0.000,-1.745,-9.696,0.0000,-0.042,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.750,0.087,-0.582,2.220E-14,0.0021,-0.014,-1.735E-16,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.750,0.384,2.327,-14.544,0.0092,0.056,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.750,0.750,1.164,-4.848,0.0179,0.028,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.750,-0.297,1.164,4.441E-14,-0.0071,0.028,2.949E-15,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.760,-0.017,-2.036,-19.393,-4.1667E-4,-0.049,-0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.760,0.087,-0.582,1.110E-14,0.0021,-0.014,1.735E-16,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.760,0.401,2.327,-4.848,0.0096,0.056,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.760,0.768,1.164,-14.544,0.0183,0.028,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.760,-0.279,1.164,-2.220E-14,-0.0067,0.028,1.561E-15,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.770,-0.035,-2.327,-9.696,-8.3333E-4,-0.056,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.770,0.070,-0.582,-1.110E-14,0.0017,-0.014,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.770,0.419,2.327,-4.848,0.0100,0.056,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.770,0.768,0.873,-24.241,0.0183,0.021,-0.579,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.770,-0.262,1.164,4.848,-0.0062,0.028,0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.780,-0.070,-2.327,9.696,-0.0017,-0.056,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.780,0.070,-0.582,0.000,0.0017,-0.014,-3.469E-16,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.780,0.454,2.327,-14.544,0.0108,0.056,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.780,0.785,0.582,-29.089,0.0188,0.014,-0.694,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.780,-0.262,1.164,9.696,-0.0062,0.028,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.790,-0.087,-2.036,19.393,-0.0021,-0.049,0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.790,0.070,-0.582,1.110E-14,0.0017,-0.014,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.790,0.471,2.036,-19.393,0.0112,0.049,-0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.790,0.785,0.291,-24.241,0.0188,0.007,-0.579,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.790,-0.244,1.454,4.848,-0.0058,0.035,0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.800,-0.105,-1.745,14.544,-0.0025,-0.042,0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.800,0.052,-0.582,0.000,0.0012,-0.014,3.469E-16,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.800,0.489,1.745,-14.544,0.0117,0.042,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.800,0.785,0.000,-14.544,0.0188,0.000,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.800,-0.227,1.454,-4.848,-0.0054,0.035,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.810,-0.122,-1.745,9.696,-0.0029,-0.042,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.810,0.052,-0.582,-5.551E-15,0.0012,-0.014,3.469E-16,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.810,0.506,1.745,-9.696,0.0121,0.042,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.810,0.785,0.000,-9.696,0.0188,0.000,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.810,-0.209,1.164,-4.848,-0.0050,0.028,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.820,-0.140,-1.745,14.544,-0.0033,-0.042,0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.820,0.052,-0.582,-1.110E-14,0.0012,-0.014,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.820,0.524,1.745,-14.544,0.0125,0.042,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.820,0.785,0.000,-14.544,0.0188,0.000,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.820,-0.209,1.164,9.696,-0.0050,0.028,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.830,-0.157,-1.454,19.393,-0.0037,-0.035,0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.830,0.035,-0.582,-5.551E-15,8.3333E-4,-0.014,-8.674E-17,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.830,0.541,1.454,-19.393,0.0129,0.035,-0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.830,0.785,-0.291,-19.393,0.0188,-0.007,-0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.830,-0.192,1.454,19.393,-0.0046,0.035,0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.840,-0.175,-1.164,9.696,-0.0042,-0.028,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.840,0.035,-0.582,0.000,8.3333E-4,-0.014,8.674E-17,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.840,0.559,1.164,-14.544,0.0133,0.028,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.840,0.785,-0.582,-14.544,0.0188,-0.014,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.840,-0.175,1.745,9.696,-0.0042,0.042,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.850,-0.175,-1.164,-9.696,-0.0042,-0.028,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.850,0.035,-0.582,5.551E-15,8.3333E-4,-0.014,8.674E-17,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.850,0.559,1.164,-4.848,0.0133,0.028,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.850,0.768,-0.582,-9.696,0.0183,-0.014,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.850,-0.157,1.745,-9.696,-0.0037,0.042,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.860,-0.192,-1.454,-14.544,-0.0046,-0.035,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.860,0.017,-0.582,5.551E-15,4.1667E-4,-0.014,8.674E-17,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.860,0.576,1.164,-4.848,0.0137,0.028,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.860,0.768,-0.582,-14.544,0.0183,-0.014,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.860,-0.140,1.454,-19.393,-0.0033,0.035,-0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.870,-0.209,-1.745,-1.110E-14,-0.0050,-0.042,-6.939E-16,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.870,0.017,-0.582,0.000,4.1667E-4,-0.014,-8.674E-17,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.870,0.593,1.164,-14.544,0.0142,0.028,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.870,0.768,-0.873,-19.393,0.0183,-0.021,-0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.870,-0.122,1.164,-9.696,-0.0029,0.028,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.880,-0.227,-1.454,19.393,-0.0054,-0.035,0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.880,0.017,-0.582,0.000,4.1667E-4,-0.014,-1.735E-16,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.880,0.593,0.873,-24.241,0.0142,0.021,-0.579,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.880,0.750,-1.164,-14.544,0.0179,-0.028,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.880,-0.122,1.164,9.696,-0.0029,0.028,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.890,-0.244,-1.164,24.241,-0.0058,-0.028,0.579,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.890,0.000,-0.582,-2.165E-13,0.0000,-0.014,-5.204E-15,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.890,0.611,0.582,-29.089,0.0146,0.014,-0.694,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.890,0.733,-1.164,-9.696,0.0175,-0.028,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.890,-0.105,1.454,14.544,-0.0025,0.035,0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.900,-0.244,-0.873,9.696,-0.0058,-0.021,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.900,0.000,-0.582,-2.165E-13,0.0000,-0.014,-5.117E-15,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.900,0.611,0.291,-24.241,0.0146,0.007,-0.579,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.900,0.733,-1.164,-14.544,0.0175,-0.028,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.900,-0.087,1.745,5.218E-13,-0.0021,0.042,1.353E-14,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.910,-0.262,-0.873,-4.848,-0.0062,-0.021,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.910,0.000,-0.582,0.000,0.0000,-0.014,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.910,0.611,0.000,-14.544,0.0146,0.000,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.910,0.716,-1.454,-19.393,0.0171,-0.035,-0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.910,-0.070,1.454,-14.544,-0.0017,0.035,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.920,-0.262,-1.164,-4.848,-0.0062,-0.028,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.920,-0.017,-0.582,2.165E-13,-4.1667E-4,-0.014,5.117E-15,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.920,0.611,0.000,-4.848,0.0146,0.000,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.920,0.698,-1.745,-14.544,0.0167,-0.042,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.920,-0.052,1.164,-9.696,-0.0012,0.028,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.930,-0.279,-1.164,9.696,-0.0067,-0.028,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.930,-0.017,-0.582,2.165E-13,-4.1667E-4,-0.014,5.204E-15,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.930,0.611,0.000,0.000,0.0146,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.930,0.681,-1.745,-4.848,0.0163,-0.042,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.930,-0.052,1.164,4.848,-0.0012,0.028,0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.940,-0.297,-0.873,19.393,-0.0071,-0.021,0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.940,-0.017,-0.582,4.848,-4.1667E-4,-0.014,0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.940,0.611,0.000,-4.848,0.0146,0.000,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.940,0.663,-1.745,-4.848,0.0158,-0.042,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.940,-0.035,1.454,4.848,-8.3333E-4,0.035,0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.950,-0.297,-0.582,14.544,-0.0071,-0.014,0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.950,-0.035,-0.582,9.696,-8.3333E-4,-0.014,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.950,0.611,0.000,-14.544,0.0146,0.000,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.950,0.646,-1.745,-14.544,0.0154,-0.042,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.950,-0.017,1.454,-4.848,-4.1667E-4,0.035,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.960,-0.297,-0.582,9.696,-0.0071,-0.014,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.960,-0.035,-0.291,4.848,-8.3333E-4,-0.007,0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.960,0.611,-0.291,-19.393,0.0146,-0.007,-0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.960,0.628,-2.036,-19.393,0.0150,-0.049,-0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.960,0.000,1.164,-9.696,0.0000,0.028,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.970,-0.314,-0.582,9.696,-0.0075,-0.014,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.970,-0.035,-0.291,-4.848,-8.3333E-4,-0.007,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.970,0.611,-0.582,-14.544,0.0146,-0.014,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.970,0.611,-2.327,-14.544,0.0146,-0.056,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.970,0.000,1.164,-4.848,0.0000,0.028,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.980,-0.314,-0.291,4.848,-0.0075,-0.007,0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.980,-0.035,-0.582,-4.848,-8.3333E-4,-0.014,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.980,0.593,-0.582,-4.848,0.0142,-0.014,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.980,0.576,-2.327,-4.848,0.0137,-0.056,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.980,0.017,1.164,0.000,4.1667E-4,0.028,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
6.990,-0.314,-0.291,-4.848,-0.0075,-0.007,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.004,6.990,-0.052,-0.582,9.696,-0.0012,-0.014,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.990,0.593,-0.582,-4.848,0.0142,-0.014,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.990,0.559,-2.327,4.441E-14,0.0133,-0.056,2.776E-15,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,6.990,0.035,1.164,-1.110E-14,8.3333E-4,0.028,1.735E-16,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
7.000,-0.314,-0.582,-4.848,-0.0075,-0.014,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.000,-0.052,-0.291,14.544,-0.0012,-0.007,0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.000,0.593,-0.582,-14.544,0.0142,-0.014,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.000,0.541,-2.327,8.882E-14,0.0129,-0.056,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.000,0.035,1.164,-1.110E-14,8.3333E-4,0.028,5.204E-16,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
7.010,-0.332,-0.582,9.696,-0.0079,-0.014,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.010,-0.052,0.000,1.665E-14,-0.0012,0.000,-3.036E-16,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.010,0.576,-0.873,-24.241,0.0137,-0.021,-0.579,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.010,0.506,-2.327,8.882E-14,0.0121,-0.056,-2.776E-15,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.010,0.052,1.164,-4.848,0.0012,0.028,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
7.020,-0.332,-0.291,19.393,-0.0079,-0.007,0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.020,-0.052,-0.291,-14.544,-0.0012,-0.007,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.020,0.576,-1.164,-24.241,0.0137,-0.028,-0.579,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.020,0.489,-2.327,-4.848,0.0117,-0.056,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.020,0.070,1.164,-9.696,0.0017,0.028,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
7.030,-0.332,0.000,14.544,-0.0079,0.000,0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.030,-0.052,-0.582,-9.696,-0.0012,-0.014,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.030,0.559,-1.454,-9.696,0.0133,-0.035,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.030,0.471,-2.327,-14.544,0.0112,-0.056,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.030,0.070,0.873,-9.696,0.0017,0.021,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
7.040,-0.332,0.000,9.696,-0.0079,0.000,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.040,-0.070,-0.582,9.696,-0.0017,-0.014,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.040,0.541,-1.454,4.848,0.0129,-0.035,0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.040,0.436,-2.618,-19.393,0.0104,-0.062,-0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.040,0.087,0.873,-4.848,0.0021,0.021,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
7.050,-0.332,0.000,14.544,-0.0079,0.000,0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.050,-0.070,-0.291,19.393,-0.0017,-0.007,0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.050,0.524,-1.164,4.848,0.0125,-0.028,0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.050,0.419,-2.909,-14.544,0.0100,-0.069,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.050,0.087,0.873,0.000,0.0021,0.021,-1.735E-16,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
7.060,-0.332,0.291,19.393,-0.0079,0.007,0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.060,-0.070,0.000,14.544,-0.0017,0.000,0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.060,0.524,-1.164,-9.696,0.0125,-0.028,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.060,0.384,-2.909,-1.332E-13,0.0092,-0.069,-2.776E-15,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.060,0.105,0.873,-2.776E-14,0.0025,0.021,3.469E-16,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
7.070,-0.332,0.582,9.696,-0.0079,0.014,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.070,-0.070,0.000,4.848,-0.0017,0.000,0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.070,0.506,-1.454,-19.393,0.0121,-0.035,-0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.070,0.349,-2.909,9.696,0.0083,-0.069,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.070,0.105,0.873,-3.886E-14,0.0025,0.021,1.214E-15,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
7.080,-0.314,0.582,-4.848,-0.0075,0.014,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.080,-0.070,0.000,0.000,-0.0017,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.080,0.489,-1.745,-14.544,0.0117,-0.042,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.080,0.332,-2.618,4.848,0.0079,-0.063,0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,7.080,0.122,0.873,-4.848,0.0029,0.021,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
