"Time (s) Run #1","Angle, Ch 1+2 (rad) Run #1","Angular Velocity, Ch 1+2 (rad/s) Run #1","Angular Acceleration, Ch 1+2 (rad/s²) Run #1","Position, Ch 1+2 (m) Run #1","Velocity, Ch 1+2 (m/s) Run #1","Acceleration, Ch 1+2 (m/s²) Run #1","Angle, Ch 3+4 (rad) Run #1","Angular Velocity, Ch 3+4 (rad/s) Run #1","Angular Acceleration, Ch 3+4 (rad/s²) Run #1","Position, Ch 3+4 (m) Run #1","Velocity, Ch 3+4 (m/s) Run #1","Acceleration, Ch 3+4 (m/s²) Run #1","Output Voltage (V) Run #1","Output Current (A) Run #1","Time (s) Run #2","Angle, Ch 1+2 (rad) Run #2","Angular Velocity, Ch 1+2 (rad/s) Run #2","Angular Acceleration, Ch 1+2 (rad/s²) Run #2","Position, Ch 1+2 (m) Run #2","Velocity, Ch 1+2 (m/s) Run #2","Acceleration, Ch 1+2 (m/s²) Run #2","Angle, Ch 3+4 (rad) Run #2","Angular Velocity, Ch 3+4 (rad/s) Run #2","Angular Acceleration, Ch 3+4 (rad/s²) Run #2","Position, Ch 3+4 (m) Run #2","Velocity, Ch 3+4 (m/s) Run #2","Acceleration, Ch 3+4 (m/s²) Run #2","Output Voltage (V) Run #2","Output Current (A) Run #2","Time (s) Run #3","Angle, Ch 1+2 (rad) Run #3","Angular Velocity, Ch 1+2 (rad/s) Run #3","Angular Acceleration, Ch 1+2 (rad/s²) Run #3","Position, Ch 1+2 (m) Run #3","Velocity, Ch 1+2 (m/s) Run #3","Acceleration, Ch 1+2 (m/s²) Run #3","Angle, Ch 3+4 (rad) Run #3","Angular Velocity, Ch 3+4 (rad/s) Run #3","Angular Acceleration, Ch 3+4 (rad/s²) Run #3","Position, Ch 3+4 (m) Run #3","Velocity, Ch 3+4 (m/s) Run #3","Acceleration, Ch 3+4 (m/s²) Run #3","Output Voltage (V) Run #3","Output Current (A) Run #3","Time (s) Run #4","Angle, Ch 1+2 (rad) Run #4","Angular Velocity, Ch 1+2 (rad/s) Run #4","Angular Acceleration, Ch 1+2 (rad/s²) Run #4","Position, Ch 1+2 (m) Run #4","Velocity, Ch 1+2 (m/s) Run #4","Acceleration, Ch 1+2 (m/s²) Run #4","Angle, Ch 3+4 (rad) Run #4","Angular Velocity, Ch 3+4 (rad/s) Run #4","Angular Acceleration, Ch 3+4 (rad/s²) Run #4","Position, Ch 3+4 (m) Run #4","Velocity, Ch 3+4 (m/s) Run #4","Acceleration, Ch 3+4 (m/s²) Run #4","Output Voltage (V) Run #4","Output Current (A) Run #4","Time (s) Run #5","Angle, Ch 1+2 (rad) Run #5","Angular Velocity, Ch 1+2 (rad/s) Run #5","Angular Acceleration, Ch 1+2 (rad/s²) Run #5","Position, Ch 1+2 (m) Run #5","Velocity, Ch 1+2 (m/s) Run #5","Acceleration, Ch 1+2 (m/s²) Run #5","Angle, Ch 3+4 (rad) Run #5","Angular Velocity, Ch 3+4 (rad/s) Run #5","Angular Acceleration, Ch 3+4 (rad/s²) Run #5","Position, Ch 3+4 (m) Run #5","Velocity, Ch 3+4 (m/s) Run #5","Acceleration, Ch 3+4 (m/s²) Run #5","Output Voltage (V) Run #5","Output Current (A) Run #5"
2.570,1.030,-17.162,14.544,0.0246,-0.410,0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.570,2.758,-0.582,-58.178,0.0658,-0.014,-1.389,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.570,1.728,19.780,-43.633,0.0412,0.472,-1.042,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.570,4.189,13.090,-92.115,0.1000,0.313,-2.199,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.570,-3.438,5.527,58.178,-0.0821,0.132,1.389,-0.017,0.000,14.544,-4.1667E-4,0.000,0.347,-0.006,-0.005
2.580,0.855,-16.872,9.696,0.0204,-0.403,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.580,2.758,-1.164,-63.026,0.0658,-0.028,-1.505,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.580,1.920,19.199,-53.329,0.0458,0.458,-1.273,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.580,4.311,12.217,-101.811,0.1029,0.292,-2.431,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.580,-3.386,6.109,58.178,-0.0808,0.146,1.389,-0.017,0.291,19.393,-4.1667E-4,0.007,0.463,-0.006,-0.005
2.590,0.698,-16.872,-9.696,0.0167,-0.403,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.590,2.740,-1.745,-67.874,0.0654,-0.042,-1.620,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.590,2.112,18.617,-58.178,0.0504,0.444,-1.389,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.590,4.433,11.054,-111.507,0.1058,0.264,-2.662,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.590,-3.316,6.690,58.178,-0.0792,0.160,1.389,-0.017,0.582,9.696,-4.1667E-4,0.014,0.231,-0.006,-0.005
2.600,0.524,-17.162,-19.393,0.0125,-0.410,-0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.600,2.723,-2.618,-63.026,0.0650,-0.062,-1.505,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.600,2.286,18.035,-58.178,0.0546,0.431,-1.389,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.600,4.538,9.890,-111.507,0.1083,0.236,-2.662,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.600,-3.246,7.272,58.178,-0.0775,0.174,1.389,0.000,0.582,-9.696,0.0000,0.014,-0.231,-0.006,-0.005
2.610,0.349,-17.453,-14.544,0.0083,-0.417,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.610,2.688,-3.200,-48.481,0.0642,-0.076,-1.157,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.610,2.478,17.453,-58.178,0.0592,0.417,-1.389,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.610,4.625,8.727,-101.811,0.1104,0.208,-2.431,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.610,-3.176,7.854,58.178,-0.0758,0.188,1.389,0.000,0.291,-19.393,0.0000,0.007,-0.463,-0.006,-0.005
2.620,0.175,-17.453,0.000,0.0042,-0.417,-2.776E-15,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.620,2.653,-3.491,-38.785,0.0633,-0.083,-0.926,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.620,2.635,16.872,-58.178,0.0629,0.403,-1.389,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.620,4.712,7.854,-92.115,0.1125,0.187,-2.199,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.620,-3.089,8.436,58.178,-0.0737,0.201,1.389,0.000,0.000,-14.544,0.0000,0.000,-0.347,-0.006,-0.005
2.630,0.000,-17.453,19.393,0.0000,-0.417,0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.630,2.618,-3.782,-43.633,0.0625,-0.090,-1.042,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.630,2.810,16.290,-63.026,0.0671,0.389,-1.505,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.630,4.782,6.981,-87.266,0.1142,0.167,-2.083,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.630,-3.002,9.018,58.178,-0.0717,0.215,1.389,0.000,0.000,-4.848,0.0000,0.000,-0.116,-0.006,-0.005
2.640,-0.175,-17.162,33.937,-0.0042,-0.410,0.810,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.640,2.583,-4.363,-48.481,0.0617,-0.104,-1.157,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.640,2.967,15.708,-67.874,0.0708,0.375,-1.620,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.640,4.852,6.109,-92.115,0.1158,0.146,-2.199,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.640,-2.915,9.599,58.178,-0.0696,0.229,1.389,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.650,-0.349,-16.581,33.937,-0.0083,-0.396,0.810,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.650,2.531,-4.945,-43.633,0.0604,-0.118,-1.042,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.650,3.124,14.835,-67.874,0.0746,0.354,-1.620,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.650,4.904,5.236,-101.811,0.1171,0.125,-2.431,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.650,-2.810,10.181,58.178,-0.0671,0.243,1.389,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.660,-0.506,-16.290,19.393,-0.0121,-0.389,0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.660,2.478,-5.236,-38.785,0.0592,-0.125,-0.926,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.660,3.264,14.254,-67.874,0.0779,0.340,-1.620,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.660,4.957,4.072,-111.507,0.1183,0.097,-2.662,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.660,-2.705,10.763,58.178,-0.0646,0.257,1.389,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.670,-0.663,-16.290,14.544,-0.0158,-0.389,0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.670,2.426,-5.527,-43.633,0.0579,-0.132,-1.042,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.670,3.403,13.672,-77.570,0.0812,0.326,-1.852,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.670,4.992,2.909,-111.507,0.1192,0.069,-2.662,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.670,-2.601,11.345,53.329,-0.0621,0.271,1.273,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.680,-0.838,-16.290,33.937,-0.0200,-0.389,0.810,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.680,2.374,-6.109,-53.329,0.0567,-0.146,-1.273,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.680,3.543,12.799,-92.115,0.0846,0.306,-2.199,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.680,5.009,1.745,-101.811,0.1196,0.042,-2.431,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.680,-2.478,11.926,38.785,-0.0592,0.285,0.926,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.690,-0.995,-15.708,53.329,-0.0237,-0.375,1.273,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.690,2.304,-6.690,-53.329,0.0550,-0.160,-1.273,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.690,3.665,11.636,-92.115,0.0875,0.278,-2.199,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.690,5.027,0.873,-96.963,0.1200,0.021,-2.315,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.690,-2.356,12.217,24.241,-0.0562,0.292,0.579,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.700,-1.152,-14.835,53.329,-0.0275,-0.354,1.273,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.700,2.234,-7.272,-43.633,0.0533,-0.174,-1.042,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.700,3.770,10.763,-77.570,0.0900,0.257,-1.852,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.700,5.027,0.000,-101.811,0.1200,0.000,-2.431,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.700,-2.234,12.217,24.241,-0.0533,0.292,0.579,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.710,-1.292,-14.544,38.785,-0.0308,-0.347,0.926,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.710,2.164,-7.563,-33.937,0.0517,-0.181,-0.810,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.710,3.875,10.181,-67.874,0.0925,0.243,-1.620,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.710,5.027,-1.164,-111.507,0.1200,-0.028,-2.662,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.710,-2.112,12.508,38.785,-0.0504,0.299,0.926,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.720,-1.431,-14.254,33.937,-0.0342,-0.340,0.810,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.720,2.077,-7.854,-29.089,0.0496,-0.187,-0.694,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.720,3.979,9.599,-77.570,0.0950,0.229,-1.852,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.720,5.009,-2.327,-111.507,0.1196,-0.056,-2.662,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.720,-1.990,13.090,48.481,-0.0475,0.312,1.157,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.730,-1.588,-13.963,43.633,-0.0379,-0.333,1.042,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.730,2.007,-8.145,-33.937,0.0479,-0.194,-0.810,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.730,4.067,8.727,-96.963,0.0971,0.208,-2.315,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.730,4.974,-3.491,-101.811,0.1187,-0.083,-2.431,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.730,-1.850,13.672,38.785,-0.0442,0.326,0.926,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.740,-1.710,-13.381,48.481,-0.0408,-0.319,1.157,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.740,1.920,-8.436,-38.785,0.0458,-0.201,-0.926,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.740,4.154,7.563,-106.659,0.0992,0.181,-2.546,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.740,4.939,-4.363,-92.115,0.1179,-0.104,-2.199,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.740,-1.710,13.963,24.241,-0.0408,0.333,0.579,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.750,-1.850,-12.799,48.481,-0.0442,-0.306,1.157,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.750,1.833,-9.018,-38.785,0.0437,-0.215,-0.926,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.750,4.224,6.400,-96.963,0.1008,0.153,-2.315,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.750,4.887,-5.236,-87.266,0.1167,-0.125,-2.083,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.750,-1.571,13.963,19.393,-0.0375,0.333,0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.760,-1.972,-12.508,48.481,-0.0471,-0.299,1.157,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.760,1.745,-9.308,-29.089,0.0417,-0.222,-0.694,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.760,4.276,5.527,-82.418,0.1021,0.132,-1.968,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.760,4.835,-6.109,-87.266,0.1154,-0.146,-2.083,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.760,-1.431,14.254,19.393,-0.0342,0.340,0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.770,-2.094,-11.926,53.329,-0.0500,-0.285,1.273,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.770,1.641,-9.599,-14.544,0.0392,-0.229,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.770,4.328,4.945,-82.418,0.1033,0.118,-1.968,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.770,4.765,-6.981,-87.266,0.1137,-0.167,-2.083,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.770,-1.292,14.544,14.544,-0.0308,0.347,0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.780,-2.217,-11.345,58.178,-0.0529,-0.271,1.389,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.780,1.553,-9.599,-9.696,0.0371,-0.229,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.780,4.381,4.072,-92.115,0.1046,0.097,-2.199,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.780,4.695,-7.854,-87.266,0.1121,-0.188,-2.083,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.780,-1.134,14.544,4.848,-0.0271,0.347,0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.790,-2.321,-10.763,58.178,-0.0554,-0.257,1.389,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.790,1.449,-9.599,-19.393,0.0346,-0.229,-0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.790,4.416,2.909,-92.115,0.1054,0.069,-2.199,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.790,4.608,-8.727,-87.266,0.1100,-0.208,-2.083,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.790,-0.995,14.544,4.848,-0.0237,0.347,0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.800,-2.426,-10.181,58.178,-0.0579,-0.243,1.389,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.800,1.361,-9.890,-38.785,0.0325,-0.236,-0.926,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.800,4.433,2.036,-82.418,0.1058,0.049,-1.968,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.800,4.520,-9.599,-87.266,0.1079,-0.229,-2.083,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.800,-0.855,14.544,9.696,-0.0204,0.347,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.810,-2.531,-9.599,58.178,-0.0604,-0.229,1.389,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.810,1.257,-10.472,-43.633,0.0300,-0.250,-1.042,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.810,4.451,1.454,-82.418,0.1062,0.035,-1.968,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.810,4.416,-10.472,-82.418,0.1054,-0.250,-1.968,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.810,-0.698,14.835,9.696,-0.0167,0.354,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.820,-2.618,-9.018,58.178,-0.0625,-0.215,1.389,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.820,1.152,-11.054,-24.241,0.0275,-0.264,-0.579,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.820,4.468,0.582,-96.963,0.1067,0.014,-2.315,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.820,4.311,-11.345,-72.722,0.1029,-0.271,-1.736,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.820,-0.559,14.835,4.848,-0.0133,0.354,0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.830,-2.705,-8.436,63.026,-0.0646,-0.201,1.505,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.830,1.030,-11.054,1.954E-12,0.0246,-0.264,4.996E-14,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.830,4.468,-0.582,-106.659,0.1067,-0.014,-2.546,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.830,4.189,-11.926,-67.874,0.1000,-0.285,-1.620,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.830,-0.401,14.835,-4.848,-0.0096,0.354,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.840,-2.793,-7.854,72.722,-0.0667,-0.187,1.736,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.840,0.925,-10.763,4.848,0.0221,-0.257,0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.840,4.451,-1.745,-101.811,0.1062,-0.042,-2.431,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.840,4.067,-12.508,-72.722,0.0971,-0.299,-1.736,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.840,-0.262,14.835,-14.544,-0.0062,0.354,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.850,-2.862,-6.981,77.570,-0.0683,-0.167,1.852,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.850,0.820,-10.763,-9.696,0.0196,-0.257,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.850,4.433,-2.618,-92.115,0.1058,-0.062,-2.199,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.850,3.944,-13.381,-77.570,0.0942,-0.319,-1.852,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.850,-0.105,14.544,-19.393,-0.0025,0.347,-0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.860,-2.932,-6.109,72.722,-0.0700,-0.146,1.736,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.860,0.716,-11.054,-19.393,0.0171,-0.264,-0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.860,4.398,-3.491,-82.418,0.1050,-0.083,-1.968,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.860,3.805,-14.254,-67.874,0.0908,-0.340,-1.620,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.860,0.035,14.254,-14.544,8.3333E-4,0.340,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.870,-2.985,-5.527,63.026,-0.0712,-0.132,1.505,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.870,0.593,-11.345,-14.544,0.0142,-0.271,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.870,4.363,-4.363,-72.722,0.1042,-0.104,-1.736,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.870,3.648,-14.835,-53.329,0.0871,-0.354,-1.273,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.870,0.175,14.254,-9.696,0.0042,0.340,-0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.880,-3.037,-4.945,63.026,-0.0725,-0.118,1.505,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.880,0.489,-11.345,-4.848,0.0117,-0.271,-0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.880,4.311,-4.945,-67.874,0.1029,-0.118,-1.620,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.880,3.508,-15.126,-53.329,0.0837,-0.361,-1.273,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.880,0.314,14.254,-14.544,0.0075,0.340,-0.347,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.890,-3.089,-4.363,72.722,-0.0737,-0.104,1.736,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.890,0.367,-11.345,4.848,0.0087,-0.271,0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.890,4.259,-5.527,-77.570,0.1017,-0.132,-1.852,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.890,3.351,-15.708,-63.026,0.0800,-0.375,-1.505,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.890,0.471,13.963,-24.241,0.0112,0.333,-0.579,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.900,-3.124,-3.491,82.418,-0.0746,-0.083,1.968,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.900,0.262,-11.345,9.696,0.0062,-0.271,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.900,4.206,-6.400,-92.115,0.1004,-0.153,-2.199,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.900,3.194,-16.581,-63.026,0.0762,-0.396,-1.505,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.900,0.593,13.672,-24.241,0.0142,0.326,-0.579,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.910,-3.159,-2.618,82.418,-0.0754,-0.062,1.968,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.910,0.140,-11.054,9.696,0.0033,-0.264,0.231,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.910,4.136,-7.563,-92.115,0.0987,-0.181,-2.199,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.910,3.019,-17.162,-48.481,0.0721,-0.410,-1.157,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.910,0.733,13.381,-19.393,0.0175,0.319,-0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
2.920,-3.176,-1.745,72.722,-0.0758,-0.042,1.736,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.920,0.035,-11.054,4.848,8.3333E-4,-0.264,0.116,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.920,4.049,-8.436,-77.570,0.0967,-0.201,-1.852,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.920,2.845,-17.453,-38.785,0.0679,-0.417,-0.926,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005,2.920,0.873,13.381,-19.393,0.0208,0.319,-0.463,0.000,0.000,0.000,0.0000,0.000,0.000,-0.006,-0.005
