"Time (s) Run #1","Angle, Ch 1+2 (rad) Run #1","Angular Velocity, Ch 1+2 (rad/s) Run #1","Angular Acceleration, Ch 1+2 (rad/s²) Run #1","Position, Ch 1+2 (m) Run #1","Velocity, Ch 1+2 (m/s) Run #1","Acceleration, Ch 1+2 (m/s²) Run #1","Angle, Ch 3+4 (rad) Run #1","Angular Velocity, Ch 3+4 (rad/s) Run #1","Angular Acceleration, Ch 3+4 (rad/s²) Run #1","Position, Ch 3+4 (m) Run #1","Velocity, Ch 3+4 (m/s) Run #1","Acceleration, Ch 3+4 (m/s²) Run #1","Output Voltage (V) Run #1","Output Current (A) Run #1","Time (s) Run #2","Angle, Ch 1+2 (rad) Run #2","Angular Velocity, Ch 1+2 (rad/s) Run #2","Angular Acceleration, Ch 1+2 (rad/s²) Run #2","Position, Ch 1+2 (m) Run #2","Velocity, Ch 1+2 (m/s) Run #2","Acceleration, Ch 1+2 (m/s²) Run #2","Angle, Ch 3+4 (rad) Run #2","Angular Velocity, Ch 3+4 (rad/s) Run #2","Angular Acceleration, Ch 3+4 (rad/s²) Run #2","Position, Ch 3+4 (m) Run #2","Velocity, Ch 3+4 (m/s) Run #2","Acceleration, Ch 3+4 (m/s²) Run #2","Output Voltage (V) Run #2","Output Current (A) Run #2","Time (s) Run #3","Angle, Ch 1+2 (rad) Run #3","Angular Velocity, Ch 1+2 (rad/s) Run #3","Angular Acceleration, Ch 1+2 (rad/s²) Run #3","Position, Ch 1+2 (m) Run #3","Velocity, Ch 1+2 (m/s) Run #3","Acceleration, Ch 1+2 (m/s²) Run #3","Angle, Ch 3+4 (rad) Run #3","Angular Velocity, Ch 3+4 (rad/s) Run #3","Angular Acceleration, Ch 3+4 (rad/s²) Run #3","Position, Ch 3+4 (m) Run #3","Velocity, Ch 3+4 (m/s) Run #3","Acceleration, Ch 3+4 (m/s²) Run #3","Output Voltage (V) Run #3","Output Current (A) Run #3","Time (s) Run #4","Angle, Ch 1+2 (rad) Run #4","Angular Velocity, Ch 1+2 (rad/s) Run #4","Angular Acceleration, Ch 1+2 (rad/s²) Run #4","Position, Ch 1+2 (m) Run #4","Velocity, Ch 1+2 (m/s) Run #4","Acceleration, Ch 1+2 (m/s²) Run #4","Angle, Ch 3+4 (rad) Run #4","Angular Velocity, Ch 3+4 (rad/s) Run #4","Angular Acceleration, Ch 3+4 (rad/s²) Run #4","Position, Ch 3+4 (m) Run #4","Velocity, Ch 3+4 (m/s) Run #4","Acceleration, Ch 3+4 (m/s²) Run #4","Output Voltage (V) Run #4","Output Current (A) Run #4","Time (s) Run #5","Angle, Ch 1+2 (rad) Run #5","Angular Velocity, Ch 1+2 (rad/s) Run #5","Angular Acceleration, Ch 1+2 (rad/s²) Run #5","Position, Ch 1+2 (m) Run #5","Velocity, Ch 1+2 (m/s) Run #5","Acceleration, Ch 1+2 (m/s²) Run #5","Angle, Ch 3+4 (rad) Run #5","Angular Velocity, Ch 3+4 (rad/s) Run #5","Angular Acceleration, Ch 3+4 (rad/s²) Run #5","Position, Ch 3+4 (m) Run #5","Velocity, Ch 3+4 (m/s) Run #5","Acceleration, Ch 3+4 (m/s²) Run #5","Output Voltage (V) Run #5","Output Current (A) Run #5"
7.680,1.780,-8.145,-27.877,0.0425,-0.194,-0.666,0.873,-5.236,-2.424,0.0208,-0.125,-0.058,3.997,0.264,7.680,0.873,-11.345,-4.848,0.0208,-0.271,-0.116,1.117,-5.236,3.636,0.0267,-0.125,0.087,3.997,0.260,7.680,-3.316,3.054,53.329,-0.0792,0.073,1.273,-1.030,1.745,20.605,-0.0246,0.042,0.492,3.997,0.227,7.680,-0.262,-10.327,9.696,-0.0062,-0.247,0.231,-0.017,-4.800,9.696,-4.1667E-4,-0.115,0.231,3.997,0.260,7.680,-1.449,-7.272,32.725,-0.0346,-0.174,0.781,0.122,-2.763,14.544,0.0029,-0.066,0.347,3.997,0.243
7.700,1.606,-8.727,-24.241,0.0383,-0.208,-0.579,0.768,-5.236,-3.636,0.0183,-0.125,-0.087,3.997,0.270,7.700,0.646,-11.490,-3.636,0.0154,-0.274,-0.087,1.012,-5.091,6.060,0.0242,-0.122,0.145,3.997,0.259,7.700,-3.246,4.072,53.329,-0.0775,0.097,1.273,-0.995,2.182,16.968,-0.0237,0.052,0.405,3.997,0.242,7.700,-0.471,-10.036,13.332,-0.0112,-0.240,0.318,-0.105,-4.509,13.332,-0.0025,-0.108,0.318,3.997,0.254,7.700,-1.588,-6.545,35.149,-0.0379,-0.156,0.839,0.070,-2.473,14.544,0.0017,-0.059,0.347,3.997,0.246
7.720,1.431,-9.163,-18.181,0.0342,-0.219,-0.434,0.663,-5.381,-4.848,0.0158,-0.128,-0.116,3.997,0.258,7.720,0.419,-11.636,1.212,0.0100,-0.278,0.029,0.908,-4.945,7.272,0.0217,-0.118,0.174,3.997,0.261,7.720,-3.159,5.236,52.117,-0.0754,0.125,1.244,-0.942,2.473,12.120,-0.0225,0.059,0.289,3.997,0.226,7.720,-0.663,-9.745,15.756,-0.0158,-0.233,0.376,-0.192,-4.218,14.544,-0.0046,-0.101,0.347,3.997,0.259,7.720,-1.710,-5.818,36.361,-0.0408,-0.139,0.868,0.017,-2.182,14.544,4.1667E-4,-0.052,0.347,3.997,0.246
7.740,1.239,-9.454,-12.120,0.0296,-0.226,-0.289,0.559,-5.527,-2.424,0.0133,-0.132,-0.058,3.997,0.257,7.740,0.175,-11.490,8.484,0.0042,-0.274,0.203,0.820,-4.800,8.484,0.0196,-0.115,0.203,3.997,0.251,7.740,-3.037,6.254,48.481,-0.0725,0.149,1.157,-0.890,2.618,10.908,-0.0212,0.062,0.260,3.997,0.252,7.740,-0.855,-9.454,19.393,-0.0204,-0.226,0.463,-0.279,-3.927,13.332,-0.0067,-0.094,0.318,3.997,0.249,7.740,-1.815,-5.091,36.361,-0.0433,-0.122,0.868,-0.017,-1.891,14.544,-4.1667E-4,-0.045,0.347,3.997,0.252
7.760,1.047,-9.599,-9.696,0.0250,-0.229,-0.231,0.436,-5.527,2.424,0.0104,-0.132,0.058,3.997,0.257,7.760,-0.052,-11.199,13.332,-0.0012,-0.267,0.318,0.716,-4.654,10.908,0.0171,-0.111,0.260,3.997,0.251,7.760,-2.897,7.127,44.845,-0.0692,0.170,1.071,-0.838,2.763,14.544,-0.0200,0.066,0.347,3.997,0.217,7.760,-1.047,-9.018,24.241,-0.0250,-0.215,0.579,-0.349,-3.636,10.908,-0.0083,-0.087,0.260,3.997,0.254,7.760,-1.920,-4.363,36.361,-0.0458,-0.104,0.868,-0.052,-1.600,15.756,-0.0012,-0.038,0.376,3.997,0.235
7.780,0.855,-9.745,-9.696,0.0204,-0.233,-0.231,0.332,-5.381,6.060,0.0079,-0.128,0.145,3.997,0.273,7.780,-0.262,-10.908,15.756,-0.0062,-0.260,0.376,0.628,-4.363,12.120,0.0150,-0.104,0.289,3.997,0.251,7.780,-2.758,7.999,42.421,-0.0658,0.191,1.013,-0.785,3.200,18.181,-0.0188,0.076,0.434,3.997,0.247,7.780,-1.222,-8.436,27.877,-0.0292,-0.201,0.666,-0.419,-3.491,9.696,-0.0100,-0.083,0.231,3.997,0.250,7.780,-1.990,-3.636,36.361,-0.0475,-0.087,0.868,-0.087,-1.309,16.968,-0.0021,-0.031,0.405,3.997,0.245
7.800,0.663,-10.036,-8.484,0.0158,-0.240,-0.203,0.227,-5.236,7.272,0.0054,-0.125,0.174,3.997,0.253,7.800,-0.489,-10.617,19.393,-0.0117,-0.253,0.463,0.541,-4.072,12.120,0.0129,-0.097,0.289,3.997,0.258,7.800,-2.583,8.872,38.785,-0.0617,0.212,0.926,-0.716,3.636,16.968,-0.0171,0.087,0.405,3.996,0.226,7.800,-1.379,-7.854,29.089,-0.0329,-0.187,0.694,-0.489,-3.345,10.908,-0.0117,-0.080,0.260,3.997,0.254,7.800,-2.059,-2.909,37.573,-0.0492,-0.069,0.897,-0.105,-0.873,16.968,-0.0025,-0.021,0.405,3.997,0.247
7.820,0.454,-10.181,-4.848,0.0108,-0.243,-0.116,0.122,-5.091,7.272,0.0029,-0.122,0.174,3.997,0.264,7.820,-0.698,-10.181,24.241,-0.0167,-0.243,0.579,0.471,-3.927,12.120,0.0112,-0.094,0.289,3.997,0.259,7.820,-2.391,9.599,35.149,-0.0571,0.229,0.839,-0.628,3.927,12.120,-0.0150,0.094,0.289,3.997,0.247,7.820,-1.536,-7.272,30.301,-0.0367,-0.174,0.723,-0.559,-3.054,13.332,-0.0133,-0.073,0.318,3.997,0.242,7.820,-2.112,-2.182,39.997,-0.0504,-0.052,0.955,-0.122,-0.582,16.968,-0.0029,-0.014,0.405,3.997,0.240
7.840,0.244,-10.181,-1.212,0.0058,-0.243,-0.029,0.017,-4.945,7.272,4.1667E-4,-0.118,0.174,3.997,0.255,7.840,-0.890,-9.599,27.877,-0.0212,-0.229,0.666,0.384,-3.636,13.332,0.0092,-0.087,0.318,3.997,0.244,7.840,-2.199,10.181,33.937,-0.0525,0.243,0.810,-0.559,4.072,9.696,-0.0133,0.097,0.231,3.997,0.222,7.840,-1.676,-6.690,32.725,-0.0400,-0.160,0.781,-0.611,-2.763,14.544,-0.0146,-0.066,0.347,3.997,0.251,7.840,-2.147,-1.309,42.421,-0.0512,-0.031,1.013,-0.122,-0.291,18.181,-0.0029,-0.007,0.434,3.997,0.235
7.860,0.052,-10.181,1.212,0.0012,-0.243,0.029,-0.070,-4.800,8.484,-0.0017,-0.115,0.203,3.997,0.262,7.860,-1.082,-9.018,29.089,-0.0258,-0.215,0.694,0.314,-3.345,13.332,0.0075,-0.080,0.318,3.997,0.253,7.860,-1.990,10.908,33.937,-0.0475,0.260,0.810,-0.471,4.218,10.908,-0.0112,0.101,0.260,3.997,0.242,7.860,-1.798,-5.963,33.937,-0.0429,-0.142,0.810,-0.663,-2.473,15.756,-0.0158,-0.059,0.376,3.997,0.244,7.860,-2.164,-0.436,42.421,-0.0517,-0.010,1.013,-0.140,0.145,19.393,-0.0033,0.003,0.463,3.997,0.237
7.880,-0.157,-10.181,4.848,-0.0037,-0.243,0.116,-0.175,-4.654,10.908,-0.0042,-0.111,0.260,3.997,0.257,7.880,-1.257,-8.436,29.089,-0.0300,-0.201,0.694,0.262,-3.054,12.120,0.0062,-0.073,0.289,3.997,0.249,7.880,-1.763,11.636,31.513,-0.0421,0.278,0.752,-0.384,4.509,13.332,-0.0092,0.108,0.318,3.997,0.223,7.880,-1.920,-5.236,32.725,-0.0458,-0.125,0.781,-0.716,-2.182,18.181,-0.0171,-0.052,0.434,3.997,0.250,7.880,-2.164,0.436,38.785,-0.0517,0.010,0.926,-0.122,0.582,16.968,-0.0029,0.014,0.405,3.997,0.243
7.900,-0.367,-10.036,9.696,-0.0087,-0.240,0.231,-0.262,-4.363,12.120,-0.0062,-0.104,0.289,3.997,0.252,7.900,-1.414,-7.854,30.301,-0.0337,-0.187,0.723,0.192,-2.909,13.332,0.0046,-0.069,0.318,3.997,0.255,7.900,-1.518,12.217,25.453,-0.0362,0.292,0.608,-0.297,4.800,13.332,-0.0071,0.115,0.318,3.997,0.234,7.900,-2.007,-4.654,30.301,-0.0479,-0.111,0.723,-0.750,-1.745,19.393,-0.0179,-0.042,0.463,3.997,0.239,7.900,-2.147,1.164,35.149,-0.0512,0.028,0.839,-0.105,0.873,13.332,-0.0025,0.021,0.318,3.997,0.235
7.920,-0.559,-9.745,13.332,-0.0133,-0.233,0.318,-0.349,-4.072,10.908,-0.0083,-0.097,0.260,3.997,0.258,7.920,-1.571,-7.272,33.937,-0.0375,-0.174,0.810,0.140,-2.618,16.968,0.0033,-0.062,0.405,3.997,0.240,7.920,-1.274,12.654,19.393,-0.0304,0.302,0.463,-0.192,5.091,9.696,-0.0046,0.122,0.231,3.997,0.232,7.920,-2.094,-4.072,31.513,-0.0500,-0.097,0.752,-0.785,-1.309,18.181,-0.0188,-0.031,0.434,3.997,0.246,7.920,-2.112,1.745,33.937,-0.0504,0.042,0.810,-0.087,1.018,13.332,-0.0021,0.024,0.318,3.997,0.234
7.940,-0.750,-9.454,15.756,-0.0179,-0.226,0.376,-0.419,-3.927,9.696,-0.0100,-0.094,0.231,3.997,0.251,7.940,-1.710,-6.545,38.785,-0.0408,-0.156,0.926,0.087,-2.182,20.605,0.0021,-0.052,0.492,3.997,0.251,7.940,-1.012,12.945,15.756,-0.0242,0.309,0.376,-0.087,5.236,6.060,-0.0021,0.125,0.145,3.997,0.229,7.940,-2.182,-3.491,36.361,-0.0521,-0.083,0.868,-0.803,-1.018,15.756,-0.0192,-0.024,0.376,3.997,0.245,7.940,-2.077,2.473,35.149,-0.0496,0.059,0.839,-0.070,1.309,16.968,-0.0017,0.031,0.405,3.996,0.236
7.960,-0.942,-9.163,19.393,-0.0225,-0.219,0.463,-0.506,-3.782,12.120,-0.0121,-0.090,0.289,3.997,0.254,7.960,-1.833,-5.672,42.421,-0.0437,-0.135,1.013,0.052,-1.745,20.605,0.0012,-0.042,0.492,3.997,0.241,7.960,-0.750,13.235,14.544,-0.0179,0.316,0.347,0.017,5.236,4.848,4.1667E-4,0.125,0.116,3.997,0.224,7.960,-2.234,-2.618,39.997,-0.0533,-0.062,0.955,-0.820,-0.727,14.544,-0.0196,-0.017,0.347,3.997,0.237,7.960,-2.025,3.200,35.149,-0.0483,0.076,0.839,-0.035,1.745,19.393,-8.3333E-4,0.042,0.463,3.997,0.240
7.980,-1.117,-8.727,24.241,-0.0267,-0.208,0.579,-0.576,-3.491,15.756,-0.0137,-0.083,0.376,3.997,0.241,7.980,-1.937,-4.800,42.421,-0.0462,-0.115,1.013,0.017,-1.309,18.181,4.1667E-4,-0.031,0.434,3.997,0.244,7.980,-0.489,13.526,12.120,-0.0117,0.323,0.289,0.122,5.381,4.848,0.0029,0.128,0.116,3.996,0.224,7.980,-2.286,-1.745,39.997,-0.0546,-0.042,0.955,-0.838,-0.436,14.544,-0.0200,-0.010,0.347,3.997,0.242,7.980,-1.937,3.927,32.725,-0.0462,0.094,0.781,0.000,2.182,18.181,0.0000,0.052,0.434,3.997,0.229
8.000,-1.292,-8.145,27.877,-0.0308,-0.194,0.666,-0.646,-3.054,16.968,-0.0154,-0.073,0.405,3.997,0.254,8.000,-2.025,-3.927,39.997,-0.0483,-0.094,0.955,0.000,-1.018,15.756,0.0000,-0.024,0.376,3.997,0.234,8.000,-0.209,13.817,6.060,-0.0050,0.330,0.145,0.227,5.527,3.636,0.0054,0.132,0.087,3.997,0.234,8.000,-2.304,-1.018,37.573,-0.0550,-0.024,0.897,-0.838,-0.145,14.544,-0.0200,-0.003,0.347,3.997,0.244,8.000,-1.868,4.509,31.513,-0.0446,0.108,0.752,0.052,2.473,15.756,0.0012,0.059,0.376,3.997,0.231
8.020,-1.449,-7.563,29.089,-0.0346,-0.181,0.694,-0.698,-2.763,15.756,-0.0167,-0.066,0.376,3.997,0.243,8.020,-2.094,-3.200,38.785,-0.0500,-0.076,0.926,-0.017,-0.727,14.544,-4.1667E-4,-0.017,0.347,3.997,0.250,8.020,0.070,13.817,-1.212,0.0017,0.330,-0.029,0.349,5.527,1.212,0.0083,0.132,0.029,3.996,0.217,8.020,-2.321,-0.291,36.361,-0.0554,-0.007,0.868,-0.838,0.145,15.756,-0.0200,0.003,0.376,3.997,0.241,8.020,-1.763,5.091,31.513,-0.0421,0.122,0.752,0.105,2.763,15.756,0.0025,0.066,0.376,3.997,0.236
8.040,-1.588,-6.981,30.301,-0.0379,-0.167,0.723,-0.750,-2.473,14.544,-0.0179,-0.059,0.347,3.997,0.253,8.040,-2.147,-2.473,41.209,-0.0512,-0.059,0.984,-0.035,-0.436,14.544,-8.3333E-4,-0.010,0.347,3.997,0.239,8.040,0.349,13.672,-6.060,0.0083,0.326,-0.145,0.454,5.527,5.329E-13,0.0108,0.132,1.388E-14,3.997,0.235,8.040,-2.321,0.436,36.361,-0.0554,0.010,0.868,-0.838,0.436,18.181,-0.0200,0.010,0.434,3.997,0.233,8.040,-1.658,5.818,31.513,-0.0396,0.139,0.752,0.157,3.054,16.968,0.0037,0.073,0.405,3.997,0.241
8.060,-1.728,-6.400,33.937,-0.0412,-0.153,0.810,-0.803,-2.182,14.544,-0.0192,-0.052,0.347,3.997,0.238,8.060,-2.199,-1.600,44.845,-0.0525,-0.038,1.071,-0.035,-0.145,14.544,-8.3333E-4,-0.003,0.347,3.997,0.238,8.060,0.611,13.526,-8.484,0.0146,0.323,-0.203,0.559,5.527,-1.212,0.0133,0.132,-0.029,3.996,0.222,8.060,-2.304,1.164,36.361,-0.0550,0.028,0.868,-0.820,0.873,19.393,-0.0196,0.021,0.463,3.997,0.237,8.060,-1.536,6.400,29.089,-0.0367,0.153,0.694,0.227,3.491,15.756,0.0054,0.083,0.376,3.997,0.226
8.080,-1.850,-5.672,37.573,-0.0442,-0.135,0.897,-0.838,-1.891,14.544,-0.0200,-0.045,0.347,3.997,0.255,8.080,-2.217,-0.582,44.845,-0.0529,-0.014,1.071,-0.035,0.145,15.756,-8.3333E-4,0.003,0.376,3.997,0.240,8.080,0.890,13.381,-13.332,0.0212,0.319,-0.318,0.681,5.527,-3.636,0.0163,0.132,-0.087,3.997,0.234,8.080,-2.269,1.891,35.149,-0.0542,0.045,0.839,-0.803,1.309,18.181,-0.0192,0.031,0.434,3.997,0.238,8.080,-1.396,6.981,24.241,-0.0333,0.167,0.579,0.297,3.782,12.120,0.0071,0.090,0.289,3.997,0.230
8.100,-1.955,-4.800,37.573,-0.0467,-0.115,0.897,-0.873,-1.600,15.756,-0.0208,-0.038,0.376,3.997,0.244,8.100,-2.217,0.291,41.209,-0.0529,0.007,0.984,-0.035,0.436,18.181,-8.3333E-4,0.010,0.434,3.997,0.240,8.100,1.152,13.090,-20.605,0.0275,0.312,-0.492,0.785,5.381,-6.060,0.0188,0.128,-0.145,3.996,0.211,8.100,-2.234,2.618,32.725,-0.0533,0.062,0.781,-0.768,1.600,15.756,-0.0183,0.038,0.376,3.997,0.238,8.100,-1.257,7.418,20.605,-0.0300,0.177,0.492,0.384,3.927,9.696,0.0092,0.094,0.231,3.997,0.237
8.120,-2.042,-4.072,33.937,-0.0487,-0.097,0.810,-0.908,-1.309,18.181,-0.0217,-0.031,0.434,3.997,0.248,8.120,-2.199,1.018,37.573,-0.0525,0.024,0.897,-0.017,0.873,19.393,-4.1667E-4,0.021,0.463,3.997,0.237,8.120,1.414,12.508,-26.665,0.0337,0.299,-0.637,0.890,5.236,-7.272,0.0212,0.125,-0.174,3.997,0.241,8.120,-2.164,3.200,30.301,-0.0517,0.076,0.723,-0.733,1.891,15.756,-0.0175,0.045,0.376,3.997,0.230,8.120,-1.100,7.709,19.393,-0.0262,0.184,0.463,0.454,4.072,10.908,0.0108,0.097,0.260,3.997,0.223
8.140,-2.112,-3.491,31.513,-0.0504,-0.083,0.752,-0.925,-0.873,19.393,-0.0221,-0.021,0.463,3.997,0.240,8.140,-2.182,1.745,36.361,-0.0521,0.042,0.868,0.000,1.309,18.181,0.0000,0.031,0.434,3.997,0.229,8.140,1.658,11.926,-27.877,0.0396,0.285,-0.666,0.995,5.091,-8.484,0.0237,0.122,-0.203,3.996,0.209,8.140,-2.094,3.782,29.089,-0.0500,0.090,0.694,-0.698,2.182,18.181,-0.0167,0.052,0.434,3.997,0.241,8.140,-0.942,8.145,20.605,-0.0225,0.194,0.492,0.541,4.363,12.120,0.0129,0.104,0.289,3.997,0.234
8.160,-2.182,-2.909,33.937,-0.0521,-0.069,0.810,-0.942,-0.436,18.181,-0.0225,-0.010,0.434,3.997,0.249,8.160,-2.129,2.473,36.361,-0.0508,0.059,0.868,0.035,1.600,15.756,8.3333E-4,0.038,0.376,3.997,0.239,8.160,1.885,11.345,-26.665,0.0450,0.271,-0.637,1.100,4.945,-10.908,0.0262,0.118,-0.260,3.997,0.236,8.160,-2.025,4.363,29.089,-0.0483,0.104,0.694,-0.646,2.618,19.393,-0.0154,0.063,0.463,3.997,0.232,8.160,-0.785,8.581,20.605,-0.0188,0.205,0.492,0.628,4.654,10.908,0.0150,0.111,0.260,3.996,0.230
8.180,-2.234,-2.182,38.785,-0.0533,-0.052,0.926,-0.942,-0.145,15.756,-0.0225,-0.003,0.376,3.997,0.240,8.180,-2.077,3.200,37.573,-0.0496,0.076,0.897,0.070,1.891,14.544,0.0017,0.045,0.347,3.997,0.233,8.180,2.112,10.908,-29.089,0.0504,0.260,-0.694,1.187,4.654,-13.332,0.0283,0.111,-0.318,3.996,0.219,8.180,-1.920,4.945,27.877,-0.0458,0.118,0.666,-0.593,3.054,16.968,-0.0142,0.073,0.405,3.997,0.236,8.180,-0.593,9.018,16.968,-0.0142,0.215,0.405,0.733,4.800,8.484,0.0175,0.115,0.203,3.996,0.229
8.200,-2.269,-1.309,41.209,-0.0542,-0.031,0.984,-0.942,0.145,14.544,-0.0225,0.003,0.347,3.997,0.240,8.200,-2.007,3.927,38.785,-0.0479,0.094,0.926,0.105,2.182,14.544,0.0025,0.052,0.347,3.997,0.234,8.200,2.321,10.327,-35.149,0.0554,0.247,-0.839,1.292,4.363,-15.756,0.0308,0.104,-0.376,3.997,0.238,8.200,-1.815,5.527,26.665,-0.0433,0.132,0.637,-0.524,3.345,12.120,-0.0125,0.080,0.289,3.996,0.231,8.200,-0.419,9.308,12.120,-0.0100,0.222,0.289,0.820,4.945,8.484,0.0196,0.118,0.203,3.996,0.224
8.220,-2.286,-0.436,38.785,-0.0546,-0.010,0.926,-0.942,0.436,14.544,-0.0225,0.010,0.347,3.997,0.244,8.220,-1.920,4.800,37.573,-0.0458,0.115,0.897,0.157,2.473,14.544,0.0037,0.059,0.347,3.996,0.230,8.220,2.531,9.454,-41.209,0.0604,0.226,-0.984,1.361,4.072,-18.181,0.0325,0.097,-0.434,3.996,0.217,8.220,-1.710,5.963,25.453,-0.0408,0.142,0.608,-0.454,3.491,9.696,-0.0108,0.083,0.231,3.997,0.238,8.220,-0.227,9.454,7.272,-0.0054,0.226,0.174,0.925,5.091,9.696,0.0221,0.122,0.231,3.997,0.227
8.240,-2.286,0.291,33.937,-0.0546,0.007,0.810,-0.925,0.727,15.756,-0.0221,0.017,0.376,3.997,0.237,8.240,-1.815,5.527,33.937,-0.0433,0.132,0.810,0.209,2.763,15.756,0.0050,0.066,0.376,3.997,0.244,8.240,2.705,8.581,-43.633,0.0646,0.205,-1.042,1.449,3.636,-20.605,0.0346,0.087,-0.492,3.997,0.239,8.240,-1.571,6.545,23.029,-0.0375,0.156,0.550,-0.384,3.636,10.908,-0.0092,0.087,0.260,3.997,0.230,8.240,-0.035,9.599,3.636,-8.3333E-4,0.229,0.087,1.030,5.381,8.484,0.0246,0.128,0.203,3.996,0.227
8.260,-2.269,0.873,31.513,-0.0542,0.021,0.752,-0.908,1.018,18.181,-0.0217,0.024,0.434,3.997,0.241,8.260,-1.693,6.109,30.301,-0.0404,0.146,0.723,0.262,3.054,16.968,0.0062,0.073,0.405,3.996,0.226,8.260,2.862,7.709,-44.845,0.0683,0.184,-1.071,1.518,3.200,-20.605,0.0362,0.076,-0.492,3.996,0.218,8.260,-1.449,6.981,20.605,-0.0346,0.167,0.492,-0.314,3.927,13.332,-0.0075,0.094,0.318,3.997,0.231,8.260,0.157,9.599,1.212,0.0037,0.229,0.029,1.134,5.527,4.848,0.0271,0.132,0.116,3.996,0.220
8.280,-2.251,1.454,33.937,-0.0537,0.035,0.810,-0.890,1.454,19.393,-0.0212,0.035,0.463,3.997,0.236,8.280,-1.571,6.690,27.877,-0.0375,0.160,0.666,0.332,3.491,15.756,0.0079,0.083,0.376,3.997,0.237,8.280,3.019,6.836,-47.269,0.0721,0.163,-1.128,1.571,2.763,-19.393,0.0375,0.066,-0.463,3.997,0.235,8.280,-1.292,7.272,19.393,-0.0308,0.174,0.463,-0.227,4.218,14.544,-0.0054,0.101,0.347,3.997,0.234,8.280,0.349,9.599,-4.441E-14,0.0083,0.229,0.000,1.257,5.527,1.212,0.0300,0.132,0.029,3.997,0.228
8.300,-2.217,2.182,37.573,-0.0529,0.052,0.897,-0.855,1.891,18.181,-0.0204,0.045,0.434,3.997,0.245,8.300,-1.431,7.272,24.241,-0.0342,0.174,0.579,0.401,3.782,12.120,0.0096,0.090,0.289,3.996,0.228,8.300,3.142,5.818,-49.693,0.0750,0.139,-1.186,1.623,2.473,-21.817,0.0387,0.059,-0.521,3.997,0.233,8.300,-1.152,7.709,20.605,-0.0275,0.184,0.492,-0.140,4.509,13.332,-0.0033,0.108,0.318,3.996,0.232,8.300,0.541,9.599,-4.441E-14,0.0129,0.229,-6.939E-16,1.361,5.527,-1.332E-13,0.0325,0.132,-2.776E-15,3.996,0.228
8.320,-2.164,3.054,37.573,-0.0517,0.073,0.897,-0.803,2.182,16.968,-0.0192,0.052,0.405,3.997,0.225,8.320,-1.274,7.709,20.605,-0.0304,0.184,0.492,0.489,3.927,9.696,0.0117,0.094,0.231,3.997,0.240,8.320,3.246,4.800,-52.117,0.0775,0.115,-1.244,1.676,2.036,-26.665,0.0400,0.049,-0.637,3.997,0.232,8.320,-0.995,8.145,19.393,-0.0237,0.194,0.463,-0.052,4.800,10.908,-0.0012,0.115,0.260,3.996,0.225,8.320,0.733,9.599,-1.212,0.0175,0.229,-0.029,1.466,5.527,-1.212,0.0350,0.132,-0.029,3.997,0.224
8.340,-2.094,3.782,32.725,-0.0500,0.090,0.781,-0.768,2.473,18.181,-0.0183,0.059,0.434,3.997,0.244,8.340,-1.117,7.999,20.605,-0.0267,0.191,0.492,0.559,4.072,12.120,0.0133,0.097,0.289,3.996,0.222,8.340,3.334,3.782,-54.542,0.0796,0.090,-1.302,1.710,1.309,-29.089,0.0408,0.031,-0.694,3.997,0.228,8.340,-0.820,8.581,14.544,-0.0196,0.205,0.347,0.052,4.945,8.484,0.0012,0.118,0.203,3.996,0.232,8.340,0.925,9.599,-4.848,0.0221,0.229,-0.116,1.588,5.527,-3.636,0.0379,0.132,-0.087,3.996,0.224
8.360,-2.007,4.363,26.665,-0.0479,0.104,0.637,-0.716,2.909,18.181,-0.0171,0.069,0.434,3.997,0.230,8.360,-0.960,8.436,23.029,-0.0229,0.201,0.550,0.646,4.363,15.756,0.0154,0.104,0.376,3.996,0.238,8.360,3.403,2.618,-56.966,0.0812,0.062,-1.360,1.728,0.727,-26.665,0.0412,0.017,-0.637,3.997,0.234,8.360,-0.646,8.727,10.908,-0.0154,0.208,0.260,0.157,5.091,7.272,0.0037,0.122,0.174,3.996,0.231,8.360,1.117,9.454,-9.696,0.0267,0.226,-0.231,1.693,5.381,-6.060,0.0404,0.128,-0.145,3.996,0.227
8.380,-1.920,4.800,24.241,-0.0458,0.115,0.579,-0.646,3.345,14.544,-0.0154,0.080,0.347,3.997,0.238,8.380,-0.785,9.018,23.029,-0.0188,0.215,0.550,0.733,4.800,15.756,0.0175,0.115,0.376,3.997,0.228,8.380,3.438,1.454,-56.966,0.0821,0.035,-1.360,1.728,0.291,-24.241,0.0412,0.007,-0.579,3.997,0.244,8.380,-0.471,8.872,9.696,-0.0112,0.212,0.231,0.244,5.236,7.272,0.0058,0.125,0.174,3.996,0.226,8.380,1.309,9.163,-13.332,0.0312,0.219,-0.318,1.798,5.236,-7.272,0.0429,0.125,-0.174,3.996,0.227
